,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Nagato,34.3833,131.2,70.74,92,100,9.44,JP,1631574088
288,Tual,-5.6667,132.75,80.74,82,55,12.88,ID,1631574089
289,Fershampenuaz,53.5202,59.8117,49.08,68,49,10.8,RU,1631574091
290,Pavullo nel Frignano,44.3315,10.835,65.91,57,15,6.02,IT,1631574094
291,Urengoy,65.9667,78.3667,38.8,93,100,5.7,RU,1631574096
292,São Félix do Xingu,-6.6447,-51.995,81.25,50,79,2.04,BR,1631573822
293,Show Low,34.2542,-110.0298,89.29,19,1,8.05,US,1631574101
294,Huarmey,-10.0681,-78.1522,63.41,81,48,10.76,PE,1631574104
295,Lagoa,39.05,-27.9833,70.09,92,87,13.76,PT,1631574106
296,Gerāsh,27.6652,54.1371,81.03,31,1,2.35,IR,1631574109
297,Santa Rosa,14.3122,121.1114,81.1,87,94,4.05,PH,1631574111
298,São Gabriel da Cachoeira,-0.1303,-67.0892,75.52,89,58,3.94,BR,1631574113
299,Airai,-8.9266,125.4092,65.5,69,37,3.29,TL,1631574116
300,Sur,22.5667,59.5289,86.5,52,100,4.47,OM,1631574117
301,Yangi Marg`ilon,40.4272,71.7189,62.02,28,0,3.78,UZ,1631574123
302,Tezu,27.9167,96.1667,77.11,73,4,4.29,IN,1631574124
303,Bubaque,11.2833,-15.8333,79.12,82,100,5.5,GW,1631574126
304,Turukhansk,65.8167,87.9833,39.87,91,100,9.1,RU,1631574128
305,Humaitá,-7.5061,-63.0208,81.52,60,54,5.03,BR,1631574131
306,Cuauhtémoc,28.4167,-106.8667,75.42,26,0,5.17,MX,1631574134
307,Xunchang,28.4543,104.715,72.54,96,98,0.49,CN,1631574137
308,Kargat,55.1956,80.2811,40.03,72,100,10.71,RU,1631574138
309,Caravelas,-17.7125,-39.2481,74.1,83,0,9.08,BR,1631574142
310,Farafangana,-22.8167,47.8333,67.48,90,41,6.06,MG,1631574145
311,Kosh-Agach,50.0,88.6667,29.3,64,1,2.24,RU,1631574147
312,Mayumba,-3.432,10.6554,75.79,88,90,4.68,GA,1631574149
313,Banjar,-8.19,114.9675,78.66,87,43,2.93,ID,1631574152
314,Denpasar,-8.65,115.2167,78.46,100,40,5.75,ID,1631574002
315,Pokaran,26.9167,71.9167,86.14,65,20,8.59,IN,1631574154
316,Tabou,4.423,-7.3528,76.96,90,91,6.11,CI,1631573898
317,Port Elizabeth,-33.918,25.5701,56.1,95,100,11.56,ZA,1631574157
318,Vidalia,32.2177,-82.4135,86.05,65,1,0.0,US,1631574160
319,Steinbach am Taunus,50.1667,8.5667,63.91,81,0,9.22,DE,1631574162
320,Natitingou,10.3042,1.3796,72.7,90,86,4.05,BJ,1631574165
321,Bereda,43.2686,-7.5406,66.42,100,100,1.7,ES,1631574167
322,Kumul,42.8,93.45,66.87,32,33,4.92,CN,1631573952
323,Beaumont,30.0861,-94.1019,78.84,78,90,11.5,US,1631574087
324,Kilindoni,-7.9139,39.6668,76.14,76,26,13.44,TZ,1631574173
325,General Higinio Morínigo,-25.95,-55.9167,85.53,36,86,2.75,PY,1631574176
326,Iiyama,36.85,138.3667,71.15,76,100,2.77,JP,1631574050
327,Baruun-Urt,46.6806,113.2792,52.27,48,95,6.08,MN,1631573905
328,Soe,-9.8607,124.284,71.17,72,34,3.58,ID,1631574181
329,Uray,60.1247,64.7758,32.02,93,7,4.47,RU,1631574183
330,Mar del Plata,-38.0023,-57.5575,55.42,54,0,6.91,AR,1631574186
331,Fayetteville,35.0527,-78.8784,88.32,50,1,1.01,US,1631574026
332,Roseburg,43.2165,-123.3417,78.64,29,1,9.22,US,1631574190
333,Bintulu,3.1667,113.0333,74.48,95,100,3.85,MY,1631574192
334,Poum,-20.2333,164.0167,75.27,81,6,14.47,NC,1631574193
335,Farap,39.1704,63.6116,66.2,34,0,11.5,TM,1631574195
336,Kiryat Gat,31.61,34.7642,81.39,64,0,3.89,IL,1631574198
337,Msanga,-6.05,36.0333,64.92,67,30,7.7,TZ,1631574201
338,Ambilobe,-13.2,49.05,68.83,70,21,4.5,MG,1631574205
339,Karīmganj,24.8667,92.35,77.02,95,100,2.13,IN,1631574207
340,Ucluelet,48.9329,-125.5528,72.09,73,93,6.71,CA,1631574209
341,Bose,45.4612,8.0137,70.48,70,79,4.61,IT,1631574211
342,Sukumo,32.9333,132.7333,69.87,92,100,8.52,JP,1631574214
343,Harindānga,22.0383,88.3214,80.58,92,100,12.44,IN,1631574216
344,Buala,-8.145,159.5921,84.02,72,63,10.76,SB,1631574217
345,Komsomol'skoye,55.2567,47.5461,62.65,65,77,13.76,RU,1631574220
346,Henties Bay,-22.116,14.2845,53.85,92,2,9.17,NA,1631574223
347,Matamoros,25.5333,-103.25,89.71,30,40,0.0,MX,1631574226
348,Kushima,31.4583,131.2333,73.44,94,100,11.39,JP,1631574228
349,Salalah,17.0151,54.0924,80.69,89,75,2.3,OM,1631574230
350,Tambun,-6.2641,107.0712,75.24,94,40,5.75,ID,1631574232
351,Talisay City,10.2447,123.8494,77.02,88,90,2.3,PH,1631573989
352,Dwārka,22.2394,68.9678,80.85,87,100,19.84,IN,1631574235
353,Caborca,30.5838,-111.101,97.48,19,0,7.16,MX,1631574237
354,Baghdad,33.3406,44.4009,80.51,47,0,8.05,IQ,1631574239
355,Yulara,-25.2406,130.9889,60.44,25,27,15.14,AU,1631574086
356,Sitka,57.0531,-135.33,55.29,82,90,4.61,US,1631574243
357,Porto Murtinho,-21.6989,-57.8825,97.86,22,55,7.63,BR,1631574246
358,Gobabis,-22.45,18.9667,64.53,22,14,6.64,NA,1631574248
359,Hobyo,5.3505,48.5268,76.87,80,81,25.97,SO,1631574251
360,Bengkulu,-3.8004,102.2655,73.42,82,100,6.11,ID,1631574044
361,Lakes Entrance,-37.8811,147.981,49.15,73,96,3.36,AU,1631574255
362,Saint-Pierre,-21.3393,55.4781,69.44,80,0,2.3,RE,1631574257
363,Buin,-33.7333,-70.75,51.84,71,41,3.42,CL,1631574261
364,Hamilton,39.1834,-84.5333,85.21,60,1,1.01,US,1631574264
365,Martinsicuro,42.8811,13.9145,73.71,48,3,5.32,IT,1631574266
366,Los Llanos de Aridane,28.6585,-17.9182,73.15,89,0,1.14,ES,1631574269
367,Quatre Cocos,-20.2078,57.7625,71.1,75,77,18.41,MU,1631574271
368,Askino,56.0901,56.5783,52.88,96,45,11.27,RU,1631574274
369,Kitgum,3.2783,32.8867,67.19,87,94,1.48,UG,1631574277
370,Dagua,3.6569,-76.6886,79.3,95,80,4.36,CO,1631574280
371,Kyra,49.5776,111.9753,47.97,78,100,0.74,RU,1631574282
372,Quesnel,52.9999,-122.5029,70.61,27,100,5.55,CA,1631574284
373,Rhodes,36.4408,28.2225,75.78,66,0,4.0,GR,1631574235
374,Henderson,36.0397,-114.9819,107.04,14,1,18.41,US,1631574287
375,Guerrero Negro,27.9769,-114.0611,80.33,63,4,15.5,MX,1631574291
376,Kottagūdem,17.55,80.6333,76.19,96,100,2.84,IN,1631574293
377,Shaoguan,24.8,113.5833,79.14,84,46,2.06,CN,1631574016
378,Blackwater,-23.5833,148.8833,68.76,21,3,12.53,AU,1631574296
379,Margate,51.3813,1.3862,64.11,91,100,16.2,GB,1631574298
380,Kolosovka,56.4678,73.611,34.43,80,64,7.09,RU,1631574300
381,Batagay-Alyta,67.8006,130.4114,49.28,56,100,0.43,RU,1631574303
382,Ussel,45.55,2.3167,68.09,91,95,2.91,FR,1631574306
383,Imeni Poliny Osipenko,52.4201,136.4853,48.29,66,0,3.67,RU,1631574308
384,Inírida,3.8653,-67.9239,75.49,90,83,1.77,CO,1631574312
385,Almaznyy,48.0448,40.045,57.34,61,2,3.62,RU,1631574316
386,Sioux Lookout,50.1001,-91.917,61.95,53,91,5.75,CA,1631574319
387,Necochea,-38.5473,-58.7368,49.03,75,3,9.84,AR,1631574321
388,Sisimiut,66.9395,-53.6735,35.04,69,13,9.37,GL,1631574066
389,Boyabat,41.4689,34.7667,62.6,91,73,2.17,TR,1631574325
390,Port Blair,11.6667,92.75,81.66,81,100,15.79,IN,1631574327
391,Morant Bay,17.8815,-76.4093,83.66,78,43,8.37,JM,1631574329
392,Esperance,-33.8667,121.9,50.27,81,0,8.75,AU,1631574040
393,Stornoway,58.2093,-6.3865,54.93,100,75,1.14,GB,1631574333
394,Muhafazat Lahij,13.1667,44.5833,91.11,49,48,2.15,YE,1631574335
395,Cajuru,-21.2753,-47.3042,81.57,21,81,4.36,BR,1631574338
396,Blitar,-8.0983,112.1681,73.8,92,88,0.67,ID,1631574341
397,Traiguén,-38.25,-72.6833,45.81,75,68,7.18,CL,1631574343
398,Cuiluan,47.72,128.648,52.09,95,98,2.86,CN,1631574346
399,Paka,4.6374,103.4368,76.71,87,100,3.09,MY,1631574348
400,Tocopilla,-22.092,-70.1979,61.48,71,96,5.64,CL,1631574349
401,Mahon,39.8885,4.2658,75.76,83,0,8.05,ES,1631574352
402,Rørvik,64.8621,11.2373,49.78,65,100,10.76,NO,1631574356
403,Novo Aripuanã,-5.1206,-60.3797,86.27,43,78,1.39,BR,1631574359
404,Ponta Delgada,37.7333,-25.6667,70.52,78,75,5.75,PT,1631574362
405,Faanui,-16.4833,-151.75,77.68,77,8,14.88,PF,1631574364
406,Calvinia,-31.4707,19.776,49.05,64,100,4.68,ZA,1631574367
407,Camacha,33.0833,-16.3333,69.22,68,20,12.66,PT,1631574370
408,Thabazimbi,-24.5917,27.4116,65.57,19,0,3.98,ZA,1631574372
409,Lichuan,30.3,108.85,59.18,94,19,3.06,CN,1631574375
410,Petropavlovsk-Kamchatskiy,53.0452,158.6483,48.79,87,75,4.47,RU,1631574123
411,Fairbanks,64.8378,-147.7164,62.6,51,90,0.0,US,1631574379
412,Kavaratti,10.5669,72.642,81.21,80,100,21.03,IN,1631574382
413,Lovozero,68.005,35.0117,37.89,83,100,16.87,RU,1631574383
414,Naze,28.3667,129.4833,80.28,85,100,18.3,JP,1631574217
415,Broome,42.2506,-75.833,69.66,62,1,1.01,US,1631574387
416,Doka,13.5167,35.7667,72.46,85,99,3.04,SD,1631574389
417,Kroya,-7.6331,109.2461,75.88,93,100,2.59,ID,1631574391
418,Tsabong,-26.0217,22.401,65.37,16,0,13.78,BW,1631574393
419,Pemangkat,1.1667,108.9667,75.07,93,100,6.13,ID,1631574396
420,Itaituba,-4.2761,-55.9836,80.98,62,54,2.24,BR,1631574397
421,Makkah al Mukarramah,21.4267,39.8261,87.58,24,5,4.52,SA,1631574224
422,Sinegorskiy,48.0139,40.8447,64.98,57,30,2.26,RU,1631574402
423,Launceston,-41.45,147.1667,48.79,81,40,9.22,AU,1631574405
424,Guarapari,-20.6667,-40.4975,75.09,86,0,16.62,BR,1631574407
425,Riohacha,11.5444,-72.9072,82.98,79,93,3.87,CO,1631574410
426,Colares,38.7992,-9.4469,71.29,77,21,8.03,PT,1631574412
427,Muros,42.7762,-9.0603,68.23,91,67,3.67,ES,1631574414
428,Sicamous,50.8331,-118.9856,77.11,30,17,2.53,CA,1631574417
429,Osakarovka,50.565,72.5692,45.73,51,4,7.27,KZ,1631574419
430,San Cristobal,7.7669,-72.225,71.73,76,18,3.6,VE,1631574421
431,Portland,45.5234,-122.6762,77.5,48,20,1.99,US,1631574423
432,Nokaneng,-19.6667,22.2667,65.88,19,0,3.98,BW,1631574426
433,Rawson,-43.3002,-65.1023,51.62,35,35,2.73,AR,1631574429
434,Vestmanna,62.1564,-7.1664,50.92,100,90,12.66,FO,1631574432
435,Isangel,-19.55,169.2667,77.58,65,29,8.14,VU,1631574435
436,Urusha,54.05,122.9,50.31,98,100,1.36,RU,1631574437
437,Jupiter,26.9342,-80.0942,84.22,77,74,3.0,US,1631574440
438,Balatonfüred,46.9619,17.8719,70.36,60,90,1.99,HU,1631574442
439,Boyolangu,-8.1181,111.8935,75.25,94,92,1.21,ID,1631574445
440,Rødbyhavn,54.6544,11.352,60.15,83,33,8.88,DK,1631574446
441,Omsukchan,62.5333,155.8,45.99,46,32,4.27,RU,1631574450
442,Yenagoa,4.9247,6.2642,74.01,94,99,3.47,NG,1631574453
443,Richards Bay,-28.783,32.0377,63.86,92,2,3.04,ZA,1631574455
444,Warangal,18.0,79.5833,76.62,89,100,9.98,IN,1631574458
445,Melbu,68.5044,14.8297,40.21,68,11,2.53,NO,1631574459
446,Itarema,-2.9248,-39.9167,79.03,83,11,15.55,BR,1631574463
447,Aripuanã,-9.1667,-60.6333,75.56,80,91,0.94,BR,1631574466
448,Disna,55.568,28.1971,45.1,92,69,8.03,BY,1631574469
449,La Brea,15.8,-85.9667,83.7,69,21,6.08,HN,1631574471
450,Dunda,-8.1167,34.25,66.92,53,51,3.78,TZ,1631574474
451,San Quintín,30.4833,-115.95,76.42,66,0,13.44,MX,1631574477
452,Santa Cruz de la Sierra,-17.8,-63.1667,85.46,54,20,20.71,BO,1631574414
453,Nichinan,31.6,131.3667,73.08,94,100,14.63,JP,1631574370
454,San Policarpo,12.1791,125.5072,82.65,77,100,5.53,PH,1631574483
455,Minot,48.2325,-101.2963,73.81,48,75,5.01,US,1631574484
456,Khuzdar,27.7384,66.6434,80.46,45,60,1.99,PK,1631574486
457,Manggar,-2.8833,108.2667,76.03,91,100,8.68,ID,1631574488
458,Sapa,5.1544,120.3241,81.88,79,100,9.51,PH,1631574490
459,Svetlaya,46.5389,138.3297,56.16,68,100,2.73,RU,1631574492
460,Coos Bay,43.3665,-124.2179,79.02,56,1,27.63,US,1631574493
461,Maxixe,-23.8597,35.3472,68.25,88,1,6.02,MZ,1631574495
462,Oxford,51.7522,-1.256,61.38,86,97,9.04,GB,1631574249
463,Nānākuli,21.3906,-158.1547,89.55,50,20,10.36,US,1631574500
464,Bud,39.447,-86.1758,84.29,61,16,5.19,US,1631574502
465,Edd,13.9297,41.6925,88.61,65,77,8.08,ER,1631574505
466,Nuuk,64.1835,-51.7216,38.01,48,2,17.27,GL,1631574508
467,Anadyr,64.75,177.4833,34.3,69,0,13.42,RU,1631574512
468,Mana,5.6592,-53.7767,78.73,87,2,7.58,GF,1631574514
469,Tairua,-37.0167,175.85,63.09,73,85,9.8,NZ,1631574517
470,Swan Hill,-35.3378,143.5544,49.06,58,0,7.34,AU,1631574519
471,Kutum,14.2,24.6667,76.51,60,70,5.32,SD,1631574521
472,Porto-Vecchio,41.591,9.2795,69.33,94,0,4.61,FR,1631574524
473,Sistranda,63.7256,8.834,50.9,64,100,1.32,NO,1631574526
474,Camargo,27.6667,-105.1667,87.3,22,0,2.71,MX,1631574529
475,Fukuechō,32.6881,128.8419,76.19,92,100,28.9,JP,1631574531
476,Kita,13.0349,-9.4895,74.98,88,87,3.31,ML,1631574532
477,Pochutla,15.7432,-96.4661,81.45,81,100,3.11,MX,1631574535
478,Kungurtug,50.5994,97.5228,37.04,96,37,2.71,RU,1631574538
479,Camaná,-16.6228,-72.7111,60.75,87,88,8.25,PE,1631574540
480,Sittwe,20.15,92.9,78.51,90,98,12.68,MM,1631574543
481,Sørland,67.667,12.6934,48.16,67,33,15.5,NO,1631574544
482,Ranong,9.9658,98.6348,78.64,88,100,11.14,TH,1631574547
483,Forsytheganj,52.6333,29.7333,53.58,91,15,6.85,BY,1631574549
484,Asău,46.4333,26.4,61.75,64,7,3.91,RO,1631574552
485,Narok,-1.0783,35.8601,56.25,75,58,2.91,KE,1631574555
486,Kawalu,-7.3817,108.2082,71.78,97,100,1.3,ID,1631574558
487,Kalmunai,7.4167,81.8167,79.48,74,59,5.84,LK,1631574559
488,Gemena,3.25,19.7667,70.05,96,88,1.95,CD,1631574561
489,Ahipara,-35.1667,173.1667,62.82,80,100,11.99,NZ,1631574696
490,Comodoro Rivadavia,-45.8667,-67.5,57.06,30,0,14.97,AR,1631574698
491,The Valley,18.217,-63.0578,84.34,79,75,13.8,AI,1631574700
492,Namtsy,62.7161,129.6658,44.71,69,100,4.0,RU,1631574702
493,Mayo,38.8876,-76.5119,85.95,74,1,0.0,US,1631574705
494,Magalia,39.8121,-121.5783,93.36,20,0,1.01,US,1631574708
495,Yima,34.7381,111.8839,67.26,92,0,4.88,CN,1631574711
496,Praia da Vitória,38.7333,-27.0667,71.76,94,94,5.53,PT,1631574713
498,Genhe,50.7833,121.5167,47.12,95,69,0.85,CN,1631574717
499,Bayan,46.0833,127.4,55.63,93,85,2.64,CN,1631574720
500,Chapayevka,47.4711,36.3451,62.53,75,43,2.26,UA,1631574721
501,Mushie,-3.0167,16.9,77.29,68,65,3.94,CD,1631574724
502,Killybegs,54.6333,-8.45,61.45,94,90,5.93,IE,1631574727
503,Kulhudhuffushi,6.6221,73.07,82.26,77,49,16.11,MV,1631574729
504,Palamós,41.8484,3.1291,80.2,91,100,16.51,ES,1631574731
505,Wellington,-41.2866,174.7756,50.67,82,90,5.01,NZ,1631574449
506,Ootmarsum,52.4076,6.8969,57.13,93,91,6.73,DE,1631574735
507,Progreso,21.2833,-89.6667,91.51,80,86,14.52,MX,1631574739
508,Irituia,-1.7711,-47.4381,76.98,80,49,4.21,BR,1631574741
509,Ziro,27.6333,93.8333,55.49,95,12,2.71,IN,1631574744
510,Opuwo,-18.0607,13.84,67.01,38,0,5.06,NA,1631574745
511,Mizdah,31.4451,12.9801,68.81,67,0,7.25,LY,1631574747
512,Lodja,-3.4833,23.4333,69.57,92,28,2.51,CD,1631574751
513,Iskateley,67.6803,53.1512,39.51,66,100,6.82,RU,1631574753
514,Bathsheba,13.2167,-59.5167,81.21,83,40,4.61,BB,1631574757
515,Vanimo,-2.6741,141.3028,79.88,82,100,3.94,PG,1631574759
516,Mudhol,16.35,75.2833,72.75,89,100,12.82,IN,1631574761
517,York,40.1254,-77.0,81.68,68,1,4.61,US,1631574762
518,Banda Aceh,5.5577,95.3222,79.77,73,100,10.69,ID,1631574765
519,São Lourenço,-22.1164,-45.0544,74.86,33,85,2.28,BR,1631574767
520,Swift Current,50.2834,-107.8014,65.95,30,99,10.29,CA,1631574769
521,Oriximiná,-1.7656,-55.8661,76.8,82,82,1.39,BR,1631574525
522,Ust-Nera,64.5667,143.2,53.47,47,67,5.01,RU,1631574774
523,Lorengau,-2.0226,147.2712,81.3,81,97,9.19,PG,1631574777
524,Tolaga Bay,-38.3667,178.3,51.37,93,100,13.4,NZ,1631574779
525,Bartica,6.4,-58.6167,77.09,84,68,3.11,GY,1631574781
526,Ouadda,8.0777,22.4007,66.85,96,100,1.54,CF,1631574783
527,Ouésso,1.6136,16.0517,70.02,95,86,2.21,CG,1631574786
528,Alta Floresta,-9.8756,-56.0861,75.31,76,59,4.7,BR,1631574789
529,Arrondissement de Blois,47.5833,1.3333,66.83,79,100,6.08,FR,1631574791
530,Iberia,29.9502,-91.7507,82.4,83,40,5.75,US,1631574794
531,Fenoarivo Atsinanana,-17.3667,49.4167,67.78,90,74,4.36,MG,1631574796
532,Luanda,-8.8368,13.2343,72.43,87,20,7.18,AO,1631574799
533,Katsina,12.9894,7.6006,75.2,76,81,14.85,NG,1631574734
534,Amazar,53.858,120.875,46.65,96,27,1.36,RU,1631574803
535,Neiafu,-18.65,-173.9833,77.86,79,1,12.68,TO,1631574805
536,Myitkyina,25.3833,97.4,73.9,96,52,1.59,MM,1631574808
537,Svobodnyy,51.4,128.1333,53.55,93,99,1.41,RU,1631574810
538,Sibolga,1.7427,98.7792,75.42,77,100,2.86,ID,1631574811
539,Sal Rei,16.1833,-22.9167,82.96,79,54,6.17,CV,1631574813
540,Ust'-Uda,54.1742,103.0304,47.73,81,88,7.38,RU,1631574815
541,Weligama,5.9667,80.4167,77.5,90,71,9.06,LK,1631574818
542,Mahdalynivka,48.921,34.9156,59.56,49,47,5.7,UA,1631574820
543,Pitimbu,-7.4706,-34.8086,75.79,83,33,10.87,BR,1631574824
544,Sarangani,5.4033,125.4636,83.61,71,99,10.25,PH,1631574827
545,Ndélé,8.4109,20.6473,69.21,94,100,1.59,CF,1631574829
546,Tacoronte,28.4769,-16.4102,69.4,77,0,1.99,ES,1631574832
547,Horsham,51.064,-0.3272,62.51,89,0,4.61,GB,1631574835
548,Seoul,37.5683,126.9778,69.31,72,95,4.88,KR,1631574484
549,Ribeira Brava,32.65,-17.0667,72.72,75,11,10.27,PT,1631574838
550,Cañon City,38.441,-105.2424,93.36,14,1,5.75,US,1631574841
551,Verkhniachka,48.8285,30.0396,61.2,76,55,7.38,UA,1631574844
552,Vrangel',42.7297,133.0839,61.25,88,98,6.38,RU,1631574846
553,Caboolture,-27.0833,152.95,68.11,35,0,10.89,AU,1631574848
554,Hirara,24.8,125.2833,83.66,84,89,19.82,JP,1631574850
555,Lachhmangarh,27.8214,75.0251,80.91,79,97,6.82,IN,1631574851
556,Kiruna,67.8557,20.2251,36.52,87,90,13.8,SE,1631574853
557,Nazilli,37.9163,28.3223,69.13,55,36,2.06,TR,1631574855
558,Tavda,58.0425,65.2726,36.12,66,61,3.6,RU,1631574858
559,Hambantota,6.1241,81.1185,79.34,85,86,15.14,LK,1631574861
560,Raja,8.4596,25.678,69.42,97,100,3.56,SS,1631574862
561,Chicama,-7.8447,-79.1469,59.54,78,23,9.19,PE,1631574865
562,Black River,18.0264,-77.8487,77.99,79,77,6.53,JM,1631574868
563,Kakrāla,27.9,79.2,81.05,80,19,6.35,IN,1631574870
564,Marsh Harbour,26.5412,-77.0636,83.21,72,8,9.15,BS,1631574872
565,Susuman,62.7833,148.1667,51.39,42,47,1.72,RU,1631574876
566,Rindal,63.0565,9.2124,42.21,90,100,1.52,NO,1631574879
567,Ailigandí,9.2333,-78.0167,80.65,83,100,5.73,PA,1631574881
568,Churapcha,62.0025,132.4325,53.13,60,100,4.94,RU,1631574883
569,Ţahţā,26.7693,31.5021,86.77,31,0,5.68,EG,1631574886
570,Pekalongan,-6.8886,109.6753,77.95,82,96,2.51,ID,1631574795
571,Yashkul',46.1711,45.3435,65.17,57,58,5.37,RU,1631574891
572,Baykit,61.67,96.37,39.85,94,99,6.29,RU,1631574893
573,Chu,43.5983,73.7614,61.57,32,78,4.12,KZ,1631574896
574,Hervey Bay,-25.2986,152.8535,71.04,39,0,13.24,AU,1631574808
